,name,age,position,ovr_rating,pot_rating
22,Casemiro,26,CDM,86,89
23,Isco,26,CMCAM,86,89
24,Romelu Lukaku,25,ST,86,90
25,Ciro Immobile,28,ST,86,86
26,Alex Sandro,27,LBLM,86,87
27,Thomas Müller,28,CFRWCAMST,86,86
28,Azpilicueta,29,CB,86,88
29,Leonardo Bonucci,31,CB,86,86
0,Arturo Vidal,31,CDMCM,86,86
1,Miralem Pjanić,28,CMCDM,86,86
2,Radja Nainggolan,30,CMCAM,86,86
3,Jan Vertonghen,31,CB,86,86
4,Ivan Rakitić,30,CM,86,86
5,Filipe Luís,33,LB,86,86
6,Leroy Sané,22,LWRW,85,92
7,Ederson,25,GK,85,89
8,Yannick Carrasco,25,LMRM,85,90
9,Raheem Sterling,23,RWLWCF,85,88
10,Roberto Firmino,26,STLW,85,87
11,Raphaël Varane,25,CB,85,92
12,Kalidou Koulibaly,27,CB,85,88
13,David Alaba,26,LBCBCM,85,87
14,Koke,26,CMRMLM,85,88
15,Keylor Navas,31,GK,85,85
16,Kostas Manolas,27,CB,85,87
17,Bernd Leno,26,GK,85,88
18,Nicolás Otamendi,30,CB,85,85
19,Nemanja Matić,30,CDMCM,85,85
20,Marco Reus,29,LMLWSTCAM,85,85
21,İlkay Gündoğan,27,CMCDM,85,86
22,Toby Alderweireld,29,CB,85,86
23,Ivan Perišić,29,LMCAM,85,85
24,Edin Džeko,32,ST,85,85
25,Diego Costa,29,ST,85,85
26,Medhi Benatia,31,CB,85,85
27,Sokratis,30,CB,85,85
28,Blaise Matuidi,31,CDMCM,85,85
29,Miranda,34,CB,85,85
0,Falcao,32,ST,85,85
1,Karim Benzema,30,ST,85,85
2,Cesc Fàbregas,31,CMCDM,85,85
3,Franck Ribéry,35,LMLW,85,85
4,Vincent Kompany,32,CB,85,85
5,Fernandinho,33,CDMCM,85,85
6,Pepe,35,CB,85,85
7,Zlatan Ibrahimović,36,ST,85,85
8,Kylian MbappéL,19,STRW,84,94
9,Eric Bailly,24,CB,84,89
10,Marco Asensio,22,LWCAMRW,84,92
11,Bernardo Silva,24,RW,84,90
12,Nabil Fekir,25,CAMST,84,88
13,Alisson,25,GK,84,90
14,Joshua Kimmich,23,RBCMCBCDM,84,88
15,Niklas Süle,23,CB,84,90
16,Dele Alli,22,CAMCF,84,90
17,Fabinho,24,CDM,84,89
18,Sadio Mané,26,LWRW,84,85
19,Saúl,23,CMLMRM,84,91
20,Marquinhos,24,CB,84,89
21,Samuel Umtiti,24,CB,84,90
22,Carvajal,26,RB,84,87
23,Riyad Mahrez,27,RM,84,84
24,Virgil van Dijk,27,CB,84,86
25,Julian Draxler,24,LWCMLMCAM,84,87
26,Morata,25,ST,84,88
27,Timo Horn,25,GK,84,90
28,Heung Min Son,26,LMST,84,87
29,Anthony Lopes,27,GK,84,86
0,Stefan de Vrij,26,CB,84,89
1,Mattia Perin,25,GK,84,89
2,Alexandre Lacazette,27,ST,84,85
3,Henrikh Mkhitaryan,29,CAMRWRMLM,84,84
4,Iago Aspas,31,RWST,84,84
5,Danijel Subašić,33,GK,84,84
6,Kamil Glik,30,CB,84,84
7,Douglas CostaL,27,LMRWLW,84,84
8,Parejo,29,CMCAMCDM,84,84
9,Kyle Walker,28,RBRWB,84,84
10,Wojciech Szczęsny,28,GK,84,86
11,Yacine Brahimi,28,LM,84,84
12,Ángel Di María,30,RWLW,84,84
13,Willian,30,RWRM,84,84
14,David Luiz,31,CB,84,84
15,Sami Khedira,31,CMCDM,84,84
16,Sergio Asenjo,29,GK,84,85
17,Javi Martínez,30,CDMCB,84,84
18,Dimitri Payet,31,CAMLW,84,84
19,Jonas,34,ST,84,84
20,Claudio Marchisio,32,CMCDM,84,84
21,Naldo,36,CB,84,84
22,Stéphane Ruffier,31,GK,84,84
23,Moussa Dembélé,31,CMCDM,84,84
24,Alejandro Gómez,30,CFLWST,84,84
25,Andrea Barzagli,37,CB,84,84
26,Aduriz,37,ST,84,84
27,Petr Čech,36,GK,84,84
28,Ousmane Dembélé,21,RWLW,83,92
29,Gabriel Jesus,21,ST,83,92
0,Sergej Milinković-Savić,23,CMCAM,83,89
1,Naby Keïta,23,CMCDMCAM,83,88
2,José María Giménez,23,CBRB,83,87
3,Thomas Lemar,22,LMCAM,83,89
4,Aymeric Laporte,24,CB,83,88
5,Timo Werner,22,ST,83,87
6,Anthony Martial,22,LMLWST,83,90
7,Leon Goretzka,23,CMCAMCDM,83,88
8,Quincy Promes,26,RMSTLM,83,84
9,William Carvalho,26,CDMCM,83,86
10,Florian Thauvin,25,RMRW,83,86
11,Danilo Pereira,27,CDMCBCM,83,86
12,Vitolo,28,LMRM,83,83
13,Pizzi,28,CM,83,83
14,Oliver Baumann,28,GK,83,84
15,Juan Cuadrado,30,RM,83,83
16,Mario Götze,26,CMCAMCF,83,87
17,Shkodran Mustafi,26,CB,83,85
18,Ander Herrera,29,CMCDM,83,83
19,Javier Pastore,29,CMLWRW,83,83
20,Lukáš Hrádecký,28,GK,83,83
21,Kevin Strootman,28,CMCDM,83,83
22,Pedro,31,RWLW,83,83
23,Shinji Kagawa,29,CAMCFCM,83,83
24,Bas Dost,29,ST,83,83
25,Paulinho,30,CMCAMCDMRM,83,83
26,Steven N'Zonzi,29,CDMCM,83,83
27,Mario Balotelli,28,ST,83,83
28,Aaron Ramsey,27,CMCDM,83,84
29,José Callejón,31,RW,83,83
0,Giuliano,28,CAMRW,83,84
1,Mario Mandžukić,32,STLW,83,83
2,Federico Fazio,31,CB,83,83
3,Benedikt HöwedesL,30,CB,83,83
4,Ralf Fährmann,29,GK,83,84
5,Éver Banega,30,CMCDMCAM,83,83
6,Juan Mata,30,RMCAM,83,83
7,Rui Patrício,30,GK,83,83
8,Lars Bender,29,CDMCMRB,83,83
9,Łukasz Piszczek,33,RBCB,83,83
10,Ezequiel Garay,31,CB,83,83
11,Emiliano Viviano,32,GK,83,83
12,Antonio Valencia,33,RBRWB,83,83
13,Laurent Koscielny,33,CB,83,83
14,Raúl Albiol,33,CB,83,83
15,Dani Alves,35,RB,83,83
16,Rune Almenning Jarstein,33,GK,83,83
17,Daniele De Rossi,35,CDM,83,83
18,Pepe Reina,36,GK,83,83
19,Quaresma,34,RMLM,83,83
20,Gianluigi Donnarumma,19,GK,82,93
21,Leon Bailey,21,LMRM,82,89
22,Gelson Martins,23,RMLM,82,88
23,Malcom,21,RW,82,90
24,Davinson Sánchez,22,CB,82,88
25,Corentin Tolisso,24,CMCDM,82,89
26,Jean Michaël Seri,27,CMCDM,82,82
27,Gerónimo Rulli,26,GK,82,87
28,Andreas Christensen,22,CB,82,90
29,Kingsley Coman,22,RMLM,82,87
0,Jonathan Tah,22,CB,82,88
1,Alex Telles,25,LB,82,86
2,Federico Bernardeschi,24,RMCFLM,82,88
3,Bruno Fernandes,24,CAMCFCM,82,87
4,Julian Brandt,22,LMRMCAM,82,88
5,André Gomes,25,CMLMRM,82,88
6,Adrien Rabiot,23,CMCDM,82,86
7,Jamie Vardy,31,ST,82,82
8,Lucas Vázquez,27,RWRM,82,83
9,Andrea Belotti,24,ST,82,87
10,Emil Forsberg,26,CAMLM,82,84
11,Felipe,29,CB,82,82
12,Carlos BaccaL,32,ST,82,82
13,Mateo Kovačić,24,CMCDM,82,88
14,Kepa,23,GK,82,87
15,Manu Trigueros,26,CMCDMCAMLM,82,85
16,Jorginho,26,CM,82,85
17,Stefan Savić,27,CB,82,85
18,Iñigo Martínez,27,CB,82,84
19,Alessandro Florenzi,27,RBRWCM,82,83
20,Thorgan Hazard,25,LMRMCF,82,85
21,Simone Zaza,27,ST,82,83
22,Suso,24,RWCF,82,87
23,Lucas,26,RWLW,82,84
24,Sergi Roberto,26,RB,82,85
25,Granit Xhaka,25,CMCDM,82,85
26,Wilfried Zaha,25,CFLMRM,82,85
27,Joel Matip,27,CB,82,84
28,Kevin Kampl,27,CMCAM,82,83
29,Willian José,26,ST,82,85
0,Idrissa Gueye,28,CDMCM,82,82
1,Víctor Ruiz,29,CB,82,83
2,Xherdan Shaqiri,26,RWRMCAM,82,83
3,Marcos Alonso,27,LWB,82,83
4,Giacomo Bonaventura,29,CMLW,82,82
5,Taison,30,CAMLM,82,82
6,Oscar,27,CAMCM,82,84
7,Marlos,30,RM,82,82
8,Ömer Toprak,29,CB,82,83
9,Luiz Gustavo,31,CDMCB,82,82
10,Adrien Silva,29,CM,82,82
11,Sebastian Giovinco,31,CFST,82,82
12,Bruno,34,CMCDM,82,82
13,Max Kruse,30,CFSTCAM,82,82
14,Ljubomir Fejsa,30,CDMCM,82,82
15,Vedran Ćorluka,32,CB,82,82
16,Georginio Wijnaldum,27,CM,82,83
17,Adam Lallana,30,CM,82,82
18,Olivier Giroud,31,ST,82,82
19,Branislav Ivanović,34,CBRB,82,82
20,Adán,31,GK,82,82
21,Yann Sommer,29,GK,82,83
22,Axel Witsel,29,CMCDMCAM,82,82
23,Kévin Gameiro,31,ST,82,82
24,Lucas Leiva,31,CDMCB,82,82
25,Gary Cahill,32,CB,82,82
26,Steve Mandanda,33,GK,82,82
27,Kasper Schmeichel,31,GK,82,82
28,Andrea Consigli,31,GK,82,82
29,João Moutinho,32,CMCDMCAM,82,82
0,Borja Valero,33,CAMCDM,82,82
1,Lucas Biglia,32,CDMCM,82,82
2,Juanfran,33,RB,82,82
3,Diego López,36,GK,82,82
4,Casillas,37,GK,82,82
5,Milan Škriniar,23,CB,81,88
6,Marcus Rashford,20,LMSTRM,81,90
7,Nélson Semedo,24,RB,81,87
8,Pau López,23,GK,81,86
9,Andrej Kramarić,27,STLWRW,81,83
10,Williams,24,RWST,81,87
11,Dani García,28,CDM,81,82
12,Keita Baldé,23,RMSTLM,81,88
13,João MárioL,25,CAMLWCM,81,84
14,Anderson TaliscaL,24,CAMCFCM,81,88
15,Daniele Rugani,24,CB,81,88
16,Morgan Sanson,24,CMCAM,81,87
17,Ricardo Pereira,24,RBRM,81,86
18,Fred,25,CMCDM,81,86
19,Hakim Ziyech,25,CMCAM,81,85
20,Sead Kolašinac,25,LWBLBLM,81,84
21,Josef Martínez,25,ST,81,84
22,Jesse Lingard,25,CAMRWRM,81,84
23,Franco Vázquez,29,CAMCM,81,81
24,Sergio Rico,25,GK,81,86
25,Ben Davies,25,LBLWB,81,84
26,Antonio Rüdiger,25,CB,81,85
27,Matija Nastasić,25,CB,81,84
28,Marcel Sabitzer,24,CAMST,81,84
29,Michy BatshuayiL,24,ST,81,85
0,Jack Butland,25,GK,81,86
1,Karim Bellarabi,28,RM,81,81
2,Memphis Depay,24,LWST,81,86
3,DeulofeuL,24,RWLWRM,81,85
4,Thomas Meunier,27,RBRM,81,84
5,Eric Dier,24,CDMCB,81,85
6,Felipe Anderson,25,RWCF,81,84
7,Geoffrey KondogbiaL,25,CDMCM,81,85
8,RafinhaL,25,CMCAM,81,86
9,Gabriel Paulista,27,CBRB,81,83
10,Nacho Fernández,28,CBLBRB,81,83
11,Josip Iličić,30,CFCAM,81,81
12,Kevin Volland,26,STRWLW,81,83
13,Jasper Cillessen,29,GK,81,83
14,Allan,27,CM,81,82
15,Francesco Acerbi,30,CB,81,81
16,Wissam Ben Yedder,28,STCAMLM,81,81
17,Alex Oxlade-Chamberlain,25,RMCM,81,85
18,Luis Alberto,25,CFCAMLM,81,86
19,Rodrigo,27,STRWLWCAM,81,82
20,Bartra,27,CBRB,81,83
21,Serge Aurier,25,RB,81,84
22,Sebastián Coates,27,CB,81,82
23,Simone Verdi,26,RWCAM,81,83
24,Andriy Yarmolenko,28,RWRM,81,81
25,Neto,29,GK,81,82
26,Daniel Didavi,28,CAMCM,81,81
27,Younès Belhanda,28,CAMLW,81,81
28,Gary Medel,31,CDMCB,81,81
29,Mário Fernandes,27,RWBRM,81,81
0,Jesús Corona,25,RM,81,84
1,Stephan El Shaarawy,25,LWRW,81,83
2,Illarramendi,28,CMCDM,81,81
3,Nathaniel Clyne,27,RB,81,82
4,Chris Smalling,28,CB,81,82
5,Iborra,30,CDMCMCAM,81,81
6,Jack Wilshere,26,CMCAMCDM,81,83
7,Sebastian Rudy,28,CMCDMRB,81,81
8,Roman Bürki,27,GK,81,84
9,Manuel Lanzini,25,CAMCMLM,81,86
10,Victor Wanyama,27,CDMCM,81,84
11,Ryad Boudebouz,28,CAMRMST,81,81
12,Camacho,28,CDMCMCB,81,82
13,Fedor Smolov,28,ST,81,81
14,Lars Stindl,30,CF,81,81
15,Aleksandar Kolarov,32,LBCB,81,81
16,Gylfi Sigurðsson,29,LMCAMLW,81,81
17,Marko Arnautović,29,STLMRM,81,81
18,Diego Perotti,30,LWCF,81,81
19,Jordan Henderson,28,CDMCM,81,83
20,Marco Parolo,33,CMCDM,81,81
21,Adil Rami,32,CB,81,81
22,Fernando Muslera,32,GK,81,81
23,Marcelo,31,CB,81,81
24,Séamus Coleman,29,RBRWB,81,81
25,Beñat,31,CM,81,81
26,Mathieu Valbuena,33,LWLMCAM,81,81
27,Kevin-Prince Boateng,31,CMSTCAMLM,81,81
28,Marcano,31,CB,81,81
29,Antonio Candreva,31,RM,81,81
0,Domenico Criscito,31,LBCB,81,81
1,Davide Astori,31,CB,81,81
2,Daniel Wass,29,CMRMRB,81,81
3,Andrés Guardado,31,CMCDM,81,81
4,Daniel SturridgeL,29,ST,81,81
5,Danny Rose,28,LBLWB,81,81
6,Martin Škrtel,33,CB,81,81
7,Tom Heaton,32,GK,81,81
8,Loïc Perrin,33,CB,81,81
9,Manuel Fernandes,32,CAMCM,81,81
10,André-Pierre Gignac,32,ST,81,81
11,Mario Gómez,33,ST,81,81
12,Gabi,35,CM,81,81
13,Raffael,33,CFST,81,81
14,Arda TuranL,31,CMRWLW,81,81
15,NaniL,31,LWRWCAMLM,81,81
16,Rubén Castro,37,ST,81,81
17,David Villa,36,ST,81,81
18,Jérémy Mathieu,34,CBLB,81,81
19,Samuel Eto'o,37,ST,81,81
20,Jiří Pavlenka,26,GK,80,84
21,Miguel Almirón,24,CAM,80,84
22,Onyinye Ndidi,21,CDMCM,80,86
23,Presnel Kimpembe,23,CB,80,88
24,Gonçalo GuedesL,21,LMLWSTRM,80,89
25,Marcos Acuña,26,LMRM,80,81
26,Julian Weigl,23,CDMCM,80,86
27,Mariano,25,ST,80,85
28,Raúl,28,CB,80,80
29,Yerry Mina,23,CB,80,87
0,Clément Lenglet,23,CBLB,80,88
1,Tiémoué Bakayoko,24,CDMCM,80,85
2,Marcelo Brozović,25,CMCAMCDM,80,82
3,Jemerson,26,CB,80,83
4,Ángel Correa,23,RMST,80,86
5,Kerem Demirbay,25,CAMCM,80,84
6,Bruma,23,LMCAM,80,85
7,Elseid Hysaj,24,RB,80,84
8,Samu Castillejo,23,RMLMCM,80,85
9,Alessio Romagnoli,23,CB,80,87
10,Piotr Zieliński,24,CM,80,87
11,Grimaldo,22,LB,80,87
12,Thomas Partey,25,CDMCMRMRB,80,86
13,Raphaël Guerreiro,24,LBLMCM,80,85
14,Jonas Hector,28,LBCDM,80,80
15,Emre Can,24,CMCDM,80,85
16,Abdoulaye Doucouré,25,CDMCM,80,84
17,Hakan Çalhanoğlu,24,LWLMCAM,80,84
18,Gerard Moreno,26,ST,80,83
19,Michael Keane,25,CB,80,83
20,Leandro Paredes,24,CMCDM,80,85
21,Alassane Pléa,25,STRWLW,80,83
22,Taras Stepanenko,29,CDM,80,81
23,Leo Baptistao,26,STRM,80,83
24,Edin Višća,28,RM,80,80
25,Bernard,26,LM,80,83
26,Denis Suárez,24,CMLMRM,80,87
27,Jordan Pickford,24,GK,80,86
28,Willi Orban,25,CB,80,82
29,Roque MesaL,29,CDMCM,80,80
0,John Brooks,25,CB,80,85
1,Christoph Kramer,27,CDMCM,80,81
2,Šime Vrsaljko,26,RB,80,83
3,Loris Karius,25,GK,80,84
4,Héctor Bellerín,23,RWBRB,80,86
5,John Stones,24,CB,80,86
6,Davy Klaassen,25,CMCAM,80,83
7,Jannik Vestergaard,26,CB,80,82
8,Salif Sané,28,CBCDM,80,80
9,Marcos Rojo,28,CB,80,81
10,Faouzi Ghoulam,27,LB,80,81
11,Jeison MurilloL,26,CB,80,84
12,Benjamin Lecomte,27,GK,80,84
13,Mark Uth,27,STRWRM,80,81
14,Pablo Hernández,31,CMCAMCDM,80,80
15,Marco van GinkelL,25,CM,80,82
16,Lucas PérezL,30,STRMRW,80,80
17,Ross Barkley,24,CAMRWCM,80,83
18,Luis Muriel,27,ST,80,81
19,Vincent Aboubakar,26,ST,80,83
20,Charles Aránguiz,29,CMCDM,80,80
21,Pablo Sarabia,26,RMLMCM,80,81
22,Josuha Guilavogui,27,CDMCM,80,82
23,Daniel Caligiuri,30,RMRWBRWLWB,80,80
24,Oğuzhan Özyakup,25,CMCDMCAM,80,85
25,Yaroslav Rakitskyi,29,CB,80,82
26,Dejan Lovren,29,CB,80,82
27,Phil Jones,26,CB,80,81
28,Hugo Mallo,27,RB,80,83
29,Ricardo Rodríguez,26,LBCBLM,80,83
0,Alphonse Areola,25,GK,80,84
1,Cenk Tosun,27,ST,80,82
2,Koen Casteels,26,GK,80,83
3,Mario Gaspar,27,RB,80,81
4,Kevin Vogt,26,CBCDM,80,82
5,Alexandr Kokorin,27,STRW,80,81
6,Maicon,29,CB,80,80
7,Eduardo Salvio,28,RW,80,80
8,Daley Blind,28,LBCB,80,80
9,Jeroen Zoet,27,GK,80,83
10,Adem Ljajić,26,CAMLW,80,82
11,Iago Falqué,28,RWCAM,80,80
12,De Marcos,29,RBRW,80,80
13,Ben Mee,28,CB,80,80
14,Susaeta,30,RWLWRM,80,80
15,Francis Coquelin,27,CDMCMCB,80,81
16,Kevin Trapp,28,GK,80,81
17,Nicolas NkoulouL,28,CB,80,80
18,Alan Dzagoev,28,CMCDMCF,80,80
19,Mateo Musacchio,28,CB,80,80
20,Kieran Trippier,27,RBRWB,80,81
21,Danny Drinkwater,28,CM,80,80
22,Ibrahima Traoré,30,RM,80,80
23,Pablo Piatti,29,LMRM,80,80
24,Orestis KarnezisL,33,GK,80,80
25,Mamadou Sakho,28,CB,80,81
26,Sidnei,29,CB,80,82
27,Stevan Jovetić,28,ST,80,80
28,Eder,31,ST,80,80
29,Fabricio,30,GK,80,81
0,Kiko Casilla,31,GK,80,80
1,Nacho Monreal,32,CBLB,80,80
2,Sven Bender,29,CBCDM,80,80
3,Morgan Schneiderlin,28,CDMCM,80,80
4,Marcus Berg,32,STCF,80,80
5,Pontus Wernbloom,32,CDMST,80,80
6,Ignacio Piatti,33,LWCFST,80,80
7,Valter Birsa,32,CAMRW,80,80
8,Pedro León,31,RMLM,80,80
9,Claudio Bravo,35,GK,80,80
10,Simon Mignolet,30,GK,80,80
11,Sergio Romero,31,GK,80,80
12,Victor Moses,27,RWB,80,81
13,Asmir Begović,31,GK,80,80
14,Diego Valeri,32,CAMCF,80,80
15,Raúl García,32,CAM,80,80
16,Erik Lamela,26,RMLM,80,81
17,Carlos Vela,29,RWLWCAMST,80,80
18,Renato Augusto,30,CMCAMCDMLM,80,80
19,Jardel,32,CB,80,80
20,Salvatore Sirigu,31,GK,80,80
21,Gonzalo Castro,31,CMCDMRM,80,80
22,Gustavo Cabral,32,CB,80,80
23,Ştefan Radu,31,CBLB,80,80
24,Łukasz Fabiański,33,GK,80,80
25,Lassana Diarra,33,CDM,80,80
26,Leighton Baines,33,LBLWB,80,80
27,Fabio Quagliarella,35,ST,80,80
28,Bafétimbi Gomis,33,ST,80,80
29,Dante,34,CB,80,80
0,Salomon Kalou,33,LMST,80,80
1,Benoît Costil,31,GK,80,80
2,Andreas Granqvist,33,CB,80,80
3,Héctor Herrera,28,CM,80,80
4,Igor Akinfeev,32,GK,80,80
5,Igor Denisov,34,CDM,80,80
6,Santi Cazorla,33,CMCDM,80,80
7,Fernando Belluschi,35,CAMCM,80,80
8,Gonzalo Rodríguez,34,CB,80,80
9,Antonio Mirante,35,GK,80,80
10,Kaká,36,CAMCF,80,80
11,James Milner,32,CMLB,80,80
12,Atiba Hutchinson,35,CDMCM,80,80
13,Bastian Schweinsteiger,34,CMCDMCB,80,80
14,Moyá,34,GK,80,80
15,Stephan Lichtsteiner,34,RBRM,80,80
16,Wayne Rooney,32,STCAM,80,80
17,Fernando Torres,34,ST,80,80
18,Stefano Sorrentino,39,GK,80,80
19,Yaya Touré,35,CMCDM,80,80
20,Matthijs de Ligt,19,CB,79,90
21,Raphinha,21,LMRM,79,86
22,Oyarzabal,21,LWRWLMCAM,79,86
23,Andrey Lunev,26,GK,79,81
24,Christian Pulisic,19,RWLWRMLM,79,89
25,Moussa Marega,27,STRM,79,79
26,Alexandr Golovin,22,CMCDMLM,79,85
27,Martín Campaña,29,GK,79,81
28,Florin Andone,25,ST,79,83
29,Karl Toko-Ekambi,25,STLWLM,79,80
0,Franco Cervi,24,LW,79,85
1,Hirving Lozano,23,RWLW,79,85
2,Lucas Hernández,22,CBLB,79,89
3,Mattia CaldaraL,24,CB,79,87
4,Matias Vecino,27,CDMCM,79,82
5,Antonio Sanabria,22,ST,79,87
6,Diego Carlos,25,CB,79,82
7,Mahmoud Dahoud,22,CMCDM,79,87
8,Islam SlimaniL,30,ST,79,79
9,Rafa,25,RW,79,82
10,Morales,31,LMRM,79,79
11,Matteo Politano,25,LWRW,79,84
12,Youri Tielemans,21,CMCDM,79,89
13,Andrew Robertson,24,LBLWB,79,84
14,Davide Zappacosta,26,RWBRB,79,83
15,Darío Benedetto,28,ST,79,79
16,Iván Marcone,28,CDM,79,82
17,Nabil Bentaleb,23,CMCDM,79,84
18,Stanislav Kritsyuk,27,GK,79,82
19,Rony Lopes,22,RMLM,79,82
20,Thomas Strakosha,23,GK,79,89
21,Max Meyer,22,CMCAMCDM,79,85
22,Gayà,23,LBLM,79,84
23,Nicolás Tagliafico,26,LBCB,79,82
24,João CanceloL,24,RB,79,86
25,Óliver Torres,23,CM,79,84
26,Andreas PereiraL,22,LMRMCAM,79,86
27,Adnan Januzaj,23,RMRWLMCAM,79,85
28,Bertrand Traoré,23,RWST,79,85
29,Matthias Ginter,24,CBCDM,79,82
0,Maximilian Arnold,24,CMCDMCAM,79,84
1,Oleg ShatovL,28,LMLWRW,79,79
2,Serge GnabryL,23,STLMCAM,79,85
3,Daniele Baselli,26,CMCDM,79,82
4,Arkadiusz Milik,24,ST,79,86
5,Benjamin Mendy,24,LBLWB,79,87
6,Zé Luís,27,ST,79,80
7,Valère Germain,28,ST,79,79
8,Harry Maguire,25,CB,79,83
9,Álvaro,28,CBRB,79,80
10,James Tarkowski,25,CB,79,82
11,Sergi DarderL,24,CMCDMRM,79,85
12,Fernando,26,CDMCM,79,84
13,Diego Demme,26,CDMCM,79,81
14,Layvin Kurzawa,26,LB,79,82
15,Gastón Ramírez,27,CAM,79,80
16,David López,28,CBCDM,79,79
17,Ciprian Tătăruşanu,32,GK,79,79
18,Vladimír Darida,28,CMCAMCDM,79,80
19,Milan Badelj,29,CDMCM,79,79
20,Djibril Sidibé,26,RBLB,79,81
21,Yevhen Konoplyanka,28,LWLMST,79,79
22,Lucas Digne,25,LB,79,84
23,Paco Alcácer,25,ST,79,85
24,Emre Çolak,27,CAMRMCM,79,80
25,Campaña,25,CMCDMCAM,79,82
26,Nolito,31,LWLMSTCAM,79,79
27,Dušan Tadić,29,CAMRM,79,79
28,Danilo,27,RBLB,79,81
29,Domagoj Vida,29,CBRB,79,79
0,Grzegorz KrychowiakL,28,CDMCM,79,80
1,Enzo Pérez,32,CMCDM,79,79
2,Sergi Enrich,28,ST,79,79
3,Germán PezzellaL,27,CB,79,81
4,Guido Burgstaller,29,STLW,79,79
5,Jaume Costa,30,LBLWB,79,79
6,Herrerín,30,GK,79,79
7,André Schürrle,27,LMST,79,79
8,Roberto Pereyra,27,CAMLMCM,79,80
9,Escudero,29,LBLWBLM,79,79
10,Yunus Mallı,26,CAMCFLM,79,81
11,Juraj Kucka,31,CMCDM,79,79
12,Michail Antonio,28,STRM,79,79
13,Marwin Hitz,30,GK,79,79
14,Muniain,25,LWCAMRWLM,79,82
15,Iturraspe,29,CMCDM,79,79
16,Benjamin Hübner,29,CB,79,79
17,Souza,29,CDMCM,79,79
18,Daniel Carriço,30,CBCDM,79,79
19,Gustavo Bou,28,ST,79,79
20,Marcel Schmelzer,30,LBLMCB,79,79
21,Volkan Babacan,30,GK,79,80
22,Senad Lulić,32,LMLBCM,79,79
23,Christian NoboaL,33,CMCDM,79,79
24,Igor Smolnikov,30,RB,79,79
25,Yann M'Vila,28,CDMCM,79,82
26,Kwadwo Asamoah,29,LBLMCM,79,79
27,Keisuke Honda,32,RMCAMRW,79,79
28,Sven Ulreich,30,GK,79,79
29,Cristhian Stuani,31,STRM,79,79
0,Marco Fabián,29,CAMRMLM,79,79
1,Ron-Robert Zieler,29,GK,79,80
2,Danny Welbeck,27,STLW,79,80
3,Nikola KalinićL,30,ST,79,79
4,Mikel San José,29,CMCDM,79,79
5,Péter Gulácsi,28,GK,79,80
6,Mariano,32,RB,79,79
7,Sofiane Feghouli,28,RMRWCAM,79,79
8,Fernando,31,CDMCM,79,79
9,Christian Benteke,27,ST,79,80
10,Sandro Wagner,30,ST,79,79
11,Gabriel Mercado,31,CBRB,79,79
12,Fabian Delph,28,LBCM,79,79
13,Nordin AmrabatL,31,RMLMST,79,79
14,Antunes,31,LB,79,79
15,Jeremain Lens,30,RMRW,79,79
16,Javier Hernández,30,ST,79,79
17,Serdar Tasci,31,CB,79,79
18,Marouane Fellaini,30,CMCDM,79,79
19,Zlatko Junuzović,30,CMCAMLM,79,79
