,name,age,position,ovr_rating,pot_rating
20,Petr Čech,27,GK,85,90
21,Didier Drogba,31,ST,85,90
22,Dimitar Berbatov,28,ST,85,87
23,Walter Samuel,31,CB,85,86
24,Juan Román Riquelme,31,CAM,85,91
25,Arjen Robben,25,LM,85,88
26,Robin van Persie,26,CF,85,90
27,Andrea Pirlo,30,CM,85,89
28,Nicolas Anelka,30,ST,85,89
29,Jamie Carragher,31,CB,85,86
0,Thierry Henry,32,LF,85,91
1,Andrei Murgu,30,CF,84,89
2,Alexandre Pato,19,CF,84,92
3,Mauro Matías Zárate,22,RF,84,91
4,Sergio Agüero,21,CF,84,90
5,Ashley Young,24,LWM,84,87
6,Amauri,29,ST,84,87
7,Diego López,27,GK,84,85
8,Lucho González,28,CM,84,86
9,René Adler,24,GK,84,88
10,Anatoliy Tymoschuk,30,CDM,84,85
11,Pepe,26,CB,84,88
12,Maximiliano Rodríguez,28,RM,84,85
13,Per Mertesacker,24,CB,84,86
14,Emmanuel Adebayor,25,ST,84,89
15,Patrice Evra,28,LWB,84,86
16,Juan,30,CB,84,87
17,Mauro German Camoranesi,32,RM,84,88
18,Xabi Alonso,27,CM,84,87
19,Philippe Mexès,27,CB,84,87
20,Zé Roberto,35,CDM,84,86
21,Ronaldinho,29,LF,84,93
22,Rafael Márquez,30,CB,84,87
23,Pepe Reina,27,GK,84,86
24,Michael Carrick,28,CM,84,86
25,Miroslav Klose,31,ST,84,86
26,William Gallas,32,CB,84,86
27,Alberto Gilardino,27,ST,84,89
28,Simão,29,LWM,84,86
29,Michael Ballack,32,CM,84,88
0,Ricardo Carvalho,31,CB,84,87
1,Shay Given,33,GK,84,85
2,Alessandro Nesta,33,CB,84,89
3,Javier Zanetti,36,RWB,84,88
4,Frédéric Kanouté,31,ST,84,85
5,Paul Scholes,34,CM,84,88
6,Hulk,23,CF,83,89
7,Edin Džeko,23,ST,83,89
8,Naldo,26,CB,83,86
9,Hugo Lloris,22,GK,83,92
10,Manuel Neuer,23,GK,83,90
11,Samir Nasri,22,CAM,83,90
12,Steve Mandanda,24,GK,83,88
13,Stéphane Sessègnon,25,CAM,83,90
14,Bacary Sagna,26,RB,83,85
15,Giuseppe Rossi,22,CF,83,86
16,Fabio Quagliarella,26,CF,83,88
17,Raúl Albiol,23,CB,83,88
18,Yuriy Zhirkov,26,LM,83,90
19,Grafite,30,ST,83,85
20,Gaël Clichy,24,LWB,83,87
21,Vyacheslav Malafeev,30,GK,83,86
22,Jesús Navas,23,RM,83,92
23,Servet Çetin,28,CB,83,89
24,Lisandro López,26,ST,83,85
25,Wesley Sneijder,25,CAM,83,87
26,Bruno Alves,27,CB,83,88
27,Marcos Senna,33,CM,83,86
28,Jérémy Toulalan,25,CDM,83,88
29,Mirko Vučinić,25,ST,83,86
0,Valdés,27,GK,83,85
1,Gaetano D'Agostino,27,CM,83,86
2,Zvjezdan Misimović,27,CAM,83,85
3,Tim Wiese,27,GK,83,86
4,Edwin van der Sar,38,GK,83,89
5,Brede Hangeland,28,CB,83,86
6,Rafael van der Vaart,26,CAM,83,90
7,Mikel Arteta,27,CAM,83,85
8,Mamadou Niang,29,ST,83,88
9,Ashley Cole,28,LWB,83,87
10,John Carew,29,ST,83,85
11,Vincenzo Iaquinta,29,ST,83,86
12,Yaya Gnegneri Touré,26,CDM,83,87
13,Iván Córdoba,33,CB,83,86
14,Tim Howard,30,GK,83,86
15,Dirk Kuyt,29,ST,83,85
16,Gareth Barry,28,CDM,83,85
17,Cristian Eugen Chivu,28,CB,83,89
18,Gennaro Ivan Gattuso,31,CDM,83,89
19,Fabio Cannavaro,35,CB,83,90
20,Ryan Giggs,35,LM,83,88
21,Joe Cole,27,RM,83,87
22,Mata,21,LWM,82,88
23,Eduardo,26,ST,82,87
24,Luka Modrić,23,CAM,82,90
25,Luis Suárez,22,CF,82,88
26,Gonzalo Higuaín,21,ST,82,87
27,Martin Škrtel,24,CB,82,86
28,Gabriel Agbonlahor,22,ST,82,87
29,Josué,30,CDM,82,84
0,Lassana Diarra,24,CDM,82,85
1,João Moutinho,22,CAM,82,88
2,Ezequiel Lavezzi,24,CF,82,87
3,André-Pierre Gignac,24,ST,82,87
4,Piqué,22,CB,82,88
5,Jaroslav Drobný,29,GK,82,84
6,Klaas Jan Huntelaar,26,ST,82,89
7,Liédson,31,ST,82,83
8,Raúl Meireles,26,CM,82,84
9,Vladimir Gabulov,25,GK,82,85
10,Eric Abidal,30,LB,82,85
11,Michel Bastos,26,LM,82,88
12,Federico Marchetti,26,GK,82,87
13,Roberto Abbondanzieri,37,GK,82,86
14,Joleon Lescott,27,CB,82,85
15,Gabriel Milito,28,CB,82,89
16,Diego Lugano,28,CB,82,85
17,Goran Pandev,26,CF,82,87
18,Giampaolo Pazzini,25,ST,82,85
19,Alex,27,CB,82,84
20,Felipe Melo,26,CDM,82,85
21,Alex,31,CAM,82,84
22,Piotr Trochowski,25,LM,82,86
23,Reyes,26,LWM,82,85
24,Vicente,28,LWM,82,85
25,Riera,27,LM,82,88
26,Alberto Aquilani,25,CM,82,88
27,Phil Jagielka,27,CB,82,86
28,Deco,32,CM,82,90
29,Fabrizio Miccoli,30,CF,82,84
0,Massimo Ambrosini,32,CDM,82,89
1,Heiko Westermann,26,CB,82,84
2,Martín Palermo,35,ST,82,85
3,Florent Malouda,29,LM,82,86
4,Aliaksandr Hleb,28,RM,82,86
5,Souleymane Diawara,30,CB,82,84
6,Claudio Pizarro,30,ST,82,84
7,Marcelo Bordon,33,CB,82,84
8,Luca Toni,32,ST,82,84
9,Owen Hargreaves,28,CDM,82,85
10,Seydou Keita,29,CDM,82,85
11,Brad Friedel,38,GK,82,84
12,Marchena,30,CB,82,85
13,Pablo César Aimar,29,CAM,82,89
14,Josip Šimunić,31,CB,82,84
15,Ruud Van Nistelrooy,33,ST,82,90
16,Guti,32,CAM,82,85
17,Tomáš Rosický,28,CAM,82,87
18,Palop,35,GK,82,90
19,Landon Donovan,27,CF,82,84
20,Dejan Stanković,30,CM,82,84
21,David Trezeguet,31,ST,82,90
22,Torsten Frings,32,CDM,82,86
23,Alessandro Gamberini,28,CB,82,88
24,Nicola Legrottaglie,32,CB,82,85
25,Shaun Wright-Phillips,27,RWM,82,84
26,Bosingwa,27,RWB,82,84
27,Christian Abbiati,32,GK,82,85
28,Robbie Keane,29,CF,82,84
29,David Beckham,34,RM,82,88
0,Mario Balotelli,19,ST,81,86
1,Sebastian Giovinco,22,CAM,81,87
2,Óscar René Cardozo,26,ST,81,86
3,Sergio Asenjo,20,GK,81,84
4,Guardado,22,LWM,81,89
5,Marek Hamšik,22,CAM,81,88
6,Cristian Rodríguez,23,LWM,81,85
7,Ezequiel Garay,22,CB,81,85
8,Sergio Floccari,27,CF,81,85
9,Rafinha,23,RWB,81,86
10,Luis Antonio Valencia,24,RWM,81,84
11,Patrick Helmes,25,ST,81,87
12,Diego Alves,24,GK,81,86
13,Theo Walcott,20,RWM,81,88
14,John Obi Mikel,22,CDM,81,86
15,Filipe,24,LWB,81,86
16,Leighton Baines,24,LB,81,83
17,Miloš Krasić,24,RM,81,86
18,Riccardo Montolivo,24,CM,81,90
19,De la Peña,33,CAM,81,89
20,Alex,27,CAM,81,89
21,Daniel Agger,24,CB,81,86
22,Lukas Podolski,24,ST,81,87
23,Luisão,28,CB,81,83
24,Ivica Olić,29,LF,81,84
25,Pavel Pogrebnyak,25,ST,81,86
26,Munitis,34,LWM,81,86
27,Santi Cazorla,24,RM,81,86
28,Negredo,24,ST,81,86
29,Arda Turan,22,LM,81,89
0,Stipe Pletikosa,30,GK,81,88
1,Volkan Demirel,27,GK,81,87
2,Nani,22,LWM,81,86
3,James Milner,23,RWM,81,84
4,Mounir El Hamdaoui,25,CF,81,84
5,Obafemi Martins,24,ST,81,85
6,Andrea Barzagli,28,CB,81,84
7,Julio Baptista,27,CF,81,86
8,Martín Demichelis,28,CB,81,86
9,Marouane Chamakh,25,CF,81,88
10,Bastian Schweinsteiger,25,RM,81,86
11,Cédric Carrasso,27,GK,81,85
12,Almunia,32,GK,81,83
13,Carlos Idriss Kameni,25,GK,81,87
14,Robert Green,29,GK,81,84
15,Cristian Daniel Ledesma,26,CM,81,86
16,Tim Cahill,29,CAM,81,85
17,Tommaso Rocchi,31,ST,81,85
18,Sébastien Squillaci,29,CB,81,84
19,Matthew Upson,30,CB,81,82
20,Jermain Defoe,26,ST,81,84
21,Thiago Motta,27,CDM,81,85
22,Raúl,32,CF,81,89
23,Mladen Petrić,28,ST,81,83
24,Joaquín,28,RWM,81,87
25,Sidney Govou,30,RWM,81,84
26,Ronaldo,32,ST,81,91
27,Joseph Yobo,28,CB,81,84
28,Shunsuke Nakamura,31,RM,81,84
29,David Pizarro,29,CM,81,85
0,Danny,26,CAM,81,85
1,Luciano Martín Galletti,29,RM,81,85
2,Gianluca Zambrotta,32,RWB,81,87
3,Stiliyan Petrov,30,CM,81,84
4,Clarence Seedorf,33,CAM,81,85
5,Frank Rost,36,GK,81,86
6,Dean Ashton,25,ST,81,84
7,Milo Bašic,27,CB,80,84
8,Hernanes,24,CM,80,91
9,Marouane Fellaini,21,CDM,80,87
10,Welliton,22,ST,80,89
11,Mesut Özil,20,CAM,80,88
12,Diego Capel,21,LWM,80,87
13,Geromel,23,CB,80,85
14,Stephen Ireland,23,CAM,80,86
15,Renato Augusto,21,CAM,80,88
16,Anderson,21,CM,80,89
17,Jakub Błaszczykowski,23,RWM,80,87
18,André Santos,26,LM,80,88
19,Samir Handanovič,25,GK,80,85
20,Vedad Ibišević,25,ST,80,84
21,Fernando Llorente,24,ST,80,85
22,Jurado,23,CAM,80,83
23,Gökhan Inler,25,CM,80,85
24,Ibrahim Afellay,23,CAM,80,88
25,Salomon Kalou,24,LWM,80,85
26,Ryan Babel,22,LWM,80,86
27,Abdulkader Keita,28,RF,80,88
28,Salvador Cabañas,29,ST,80,83
29,Aiden McGeady,23,LWM,80,88
0,Rodrigo Palacio,27,RWM,80,84
1,Henrique,26,CB,80,84
2,Diego Souza,24,CAM,80,87
3,David Bentley,25,RM,80,84
4,Rodrigo Ferrante Taddei,29,RWM,80,85
5,Giuseppe Mascara,30,CF,80,80
6,Christian Maggio,27,RM,80,85
7,Arbeloa,26,RB,80,81
8,Daniel Alberto Díaz,30,CB,80,86
9,Guillermo Ochoa,24,GK,80,88
10,Dario Srna,27,RM,80,83
11,Helton,31,GK,80,85
12,Vágner Love,25,ST,80,91
13,Glen Johnson,25,RB,80,85
14,Elano,28,CAM,80,85
15,Alexis,24,CB,80,86
16,Cuauhtémoc Blanco,36,CAM,80,86
17,Cris,32,CB,80,87
18,Marc Planus,27,CB,80,84
19,Lorik Cana,26,CDM,80,87
20,Sulley Ali Muntari,25,CM,80,86
21,Marco Borriello,27,ST,80,86
22,Simon Rolfes,27,CDM,80,84
23,Nicolas Douchez,29,GK,80,83
24,Diego Benaglio,25,GK,80,86
25,Andriy Voronin,30,ST,80,83
26,Jermaine Jones,27,CDM,80,84
27,Nihat,29,CF,80,85
28,Güiza,29,ST,80,85
29,Yakubu,26,ST,80,84
0,Alexandr Kerzhakov,26,ST,80,90
1,Adriano,27,ST,80,90
2,Artur Boruc,29,GK,80,85
3,Stewart Downing,25,LWM,80,85
4,Maxwell,28,LWB,80,84
5,Alou Diarra,28,CDM,80,85
6,Angelo Palombo,27,CDM,80,81
7,Milan Baroš,27,ST,80,88
8,Mahamadou Diarra,28,CDM,80,87
9,Jonathan Woodgate,29,CB,80,84
10,Kris Boyd,26,ST,80,83
11,Daniele Bonera,28,CB,80,86
12,Tomáš Ujfaluši,31,CB,80,84
13,Benoît Cheyrou,28,CDM,80,88
14,Ji Sung Park,28,RM,80,82
15,Kim Källström,27,CAM,80,84
16,Capdevila,31,LB,80,83
17,Roque Santa Cruz,28,ST,80,83
18,Yeste,29,LM,80,83
19,Quaresma,25,RWM,80,88
20,Valerón,34,CAM,80,90
21,Mark van Bommel,32,CDM,80,84
22,Albano Bizzarri,31,GK,80,83
23,Andrew Johnson,28,ST,80,85
24,Cristiano Zanetti,32,CM,80,84
25,Arne Friedrich,30,CB,80,82
26,Timo Hildebrand,30,GK,80,84
27,Yossi Benayoun,29,CAM,80,84
28,Jussi Jääskeläinen,34,GK,80,81
29,Joris Mathijsen,29,CB,80,83
0,Hernán Jorge Crespo,34,ST,80,90
1,Giorgios Karagounis,32,CAM,80,82
2,Sebastian Kehl,29,CDM,80,84
3,Julio Ricardo Cruz,34,ST,80,84
4,Louis Saha,31,ST,80,85
5,John O'Shea,28,RB,80,83
6,Tamudo,31,ST,80,87
7,Roman Weidenfeller,29,GK,80,84
8,Claude Makélelé,36,CDM,80,89
9,Robert Pires,35,LM,80,84
10,Mancini,29,LWM,80,86
11,Jens Lehmann,39,GK,80,87
12,Diogo,22,ST,79,85
13,Fernando,22,CDM,79,85
14,Beto,27,GK,79,84
15,Vedran Ćorluka,23,RB,79,84
16,Marcelo Moreno,22,ST,79,85
17,Pablo Hernández,24,RF,79,83
18,Marko Marin,21,LM,79,88
19,Branislav Ivanović,25,CB,79,84
20,Marco Materazzi,36,CB,79,85
21,Demba Ba,24,ST,79,83
22,Bojan,19,CF,79,92
23,Marcelo,21,LM,79,83
24,Filip Hološko,25,CF,79,89
25,Marko Pantelić,30,ST,79,88
26,Claudio Marchisio,23,CM,79,85
27,Miranda,24,CB,79,86
28,Yuriy Zhevnov,28,GK,79,80
29,Juan Manuel Vargas,25,LWB,79,85
0,Chinedu Ogbuke Obasi,23,ST,79,87
1,Thiago Silva,24,CB,79,90
2,Dudu Cearense,26,CDM,79,82
3,Eduardo,26,GK,79,83
4,Rolando,24,CB,79,83
5,Moussa Dembélé,22,CF,79,85
6,Fred,25,ST,79,85
7,Jérémy Ménez,22,CAM,79,86
8,Mathieu Chalmé,28,RB,79,82
9,Jefferson Farfán,24,CF,79,85
10,Manuel Fernandes,23,CM,79,87
11,Alexandre Song,21,CDM,79,86
12,Mohamed Lamine Sissoko,24,CDM,79,86
13,Thomas Vermaelen,23,CB,79,85
14,Mathieu Flamini,25,CM,79,86
15,Romaric,26,CAM,79,85
16,Ederson,23,CAM,79,86
17,Scott McDonald,26,ST,79,81
18,Hilton,31,CB,79,85
19,Aaron Lennon,22,RWM,79,87
20,Steven Davis,24,CM,79,81
21,Tamás Hajnal,28,CAM,79,81
22,Dimitris Salpigidis,28,RF,79,85
23,Konstantinos Katsouranis,30,CDM,79,84
24,Alexandr Anyukov,26,RWB,79,85
25,Vladimir Bystrov,25,RM,79,84
26,Sergey Ryzhikov,28,GK,79,82
27,Diniyar Bilyaletdinov,24,LM,79,84
28,Ariel Santiago Ibagaza,32,CAM,79,82
29,Fernando Daniel Belluschi,25,CAM,79,84
0,Artem Milevskyy,24,ST,79,82
1,Ibrahima Yattara,29,RWM,79,82
2,Ismael Blanco,26,ST,79,80
3,Guillermo Barros Schelotto,36,CF,79,83
4,Gonzalo,25,CB,79,84
5,Jô,22,ST,79,85
6,Vincent Kompany,23,CB,79,85
7,Anderson Polga,30,CB,79,82
8,Hugo Almeida,25,ST,79,83
9,Fernando Cavenaghi,25,ST,79,85
10,Darren Fletcher,25,CM,79,82
11,Andrés D'Alessandro,28,CAM,79,85
12,Marcos,36,GK,79,88
13,Alessandro Rosina,25,CAM,79,85
14,Pasquale Foggia,26,RWM,79,85
15,Marco Amelia,27,GK,79,82
16,Bogdan Ionuţ Lobonţ,31,GK,79,83
17,Anthony Réveillère,29,RB,79,80
18,Nilmar,25,RF,79,86
19,Wendel,27,LM,79,86
20,Gomes,28,GK,79,82
21,Doni,29,GK,79,83
22,Scott Brown,24,CM,79,84
23,Arnaldo Ariel Ortega,35,CAM,79,83
24,Jean II Makoun,26,CDM,79,86
25,Luis García,31,RWM,79,84
26,Lopo,29,CB,79,83
27,Duda,29,LM,79,80
28,Hamit Altintop,26,RM,79,83
29,Iraola,27,RWB,79,81
0,David Suazo,29,ST,79,83
1,Nigel de Jong,24,CDM,79,84
2,Tranquillo Barnetta,24,LWM,79,86
3,Peter Crouch,28,ST,79,82
4,Mathieu Bodmer,26,CDM,79,83
5,Luke Wilkshire,27,RM,79,86
6,Darren Bent,25,ST,79,83
7,Matteo Sereni,34,GK,79,85
8,John Heitinga,25,CB,79,83
9,Thomas Kahlenberg,26,CAM,79,85
10,Kevin Kuranyi,27,ST,79,83
11,Gilberto Silva,32,CDM,79,85
12,Fernando Meira,31,CB,79,82
13,Julien Escudé,30,CB,79,81
14,Matthieu Delpierre,28,CB,79,84
15,Christoph Metzelder,28,CB,79,88
16,Rodrigo Tello,29,LM,79,84
17,Martin Petrov,30,LWM,79,83
18,Daniel Van Buyten,31,CB,79,83
19,Fabian Ernst,30,CDM,79,84
20,Scott Parker,28,CM,79,83
21,Gabriel Heinze,31,LB,79,83
22,Djibril Cissé,28,ST,79,84
23,Juan Sebastián Verón,34,CM,79,86
24,Michael Owen,29,ST,79,87
25,David Jarolím,30,CM,79,83
26,Simone Perrotta,31,CM,79,84
27,Mickaël Landreau,30,GK,79,88
28,Cristiano Doni,36,CAM,79,84
29,Javier Saviola,27,CF,79,83
0,Rigobert Song,33,CB,79,80
1,Ludovic Giuly,33,RF,79,86
2,Patrick Vieira,33,CDM,79,87
3,Marco Di Vaio,33,ST,79,80
4,Felipe,25,CB,79,84
5,Mark Schwarzer,36,GK,79,82
6,David James,39,GK,79,84
7,Luis García,28,ST,79,84
8,Davide Santon,18,RWB,78,87
9,Alan Dzagoev,19,CAM,78,90
10,Keirrison,20,ST,78,91
11,Henrique,22,CB,78,82
12,Kwadwo Asamoah,20,CM,78,85
13,Victor,26,GK,78,86
14,Gojko Kačar,22,CM,78,84
15,Ramires,22,CM,78,85
16,Ángel Di María,21,LM,78,87
17,Neven Subotic,20,CB,78,87
18,Adil Rami,23,CB,78,85
19,Balázs Dzsudzsák,22,LWM,78,84
20,Walter Alejandro Gargano,25,CDM,78,85
21,Martín Cáceres,22,CB,78,85
22,Diego Roberto Godín,23,CB,78,80
23,Arturo Vidal,22,CM,78,84
24,Carlos Eduardo,22,CAM,78,87
25,Sami Khedira,22,CDM,78,87
26,Robert Acquafresca,21,ST,78,86
27,Serdar Tasci,22,CB,78,86
28,Bryan Ruíz,24,LWM,78,84
29,Juan Ángel Albín,23,CAM,78,82
0,Dmytro Chygrynskyy,22,CB,78,85
1,Denilson,21,CM,78,86
2,Lucas,22,CM,78,85
3,Milivoje Novakovič,30,ST,78,83
4,Alanzinho,26,LM,78,85
5,Matías Fernández,23,CAM,78,85
6,Sébastien Bassong,23,CB,78,84
7,Danijel Pranjić,27,LM,78,80
8,Eljero Elia,22,LWM,78,84
9,Raúl García,23,CM,78,81
10,Steven Defour,21,CM,78,83
11,Andrew Driver,21,LWM,78,86
12,Nicklas Bendtner,21,ST,78,85
13,Simon Vukčević,23,LM,78,82
14,Gonzalo Castro,22,RB,78,84
15,Falcao,23,ST,78,86
16,Fernando Gago,23,CM,78,87
17,Stéphane M'Bia,23,CDM,78,86
18,Taye Ismaila Taiwo,24,LB,78,84
19,Gary Cahill,23,CB,78,84
20,André Dias,30,CB,78,84
21,Adriano,24,LM,78,86
22,Alessandro Diamanti,26,CAM,78,85
23,Curtis Davies,24,CB,78,83
24,Abou Diaby,23,CM,78,83
25,Johan Djourou,22,CB,78,86
26,Jorge Wagner,30,LM,78,82
27,Tiberio Guarente,23,CM,78,80
28,Amorebieta,24,CB,78,80
29,François Clerc,26,RB,78,83
0,Hatem Ben Arfa,22,RWM,78,88
1,Pablo Horacio Guiñazu,31,CDM,78,80
2,Raffaele Palladino,25,LF,78,83
3,Bafétimbi Gomis,24,ST,78,87
4,Niko Kranjčar,25,CAM,78,83
5,Guillaume Hoarau,25,ST,78,90
6,Llorente,29,ST,78,82
7,Jeda,30,CF,78,80
8,Denis Kolodin,27,CB,78,83
9,Konstantin Zyryanov,31,CM,78,82
10,Igor Semshov,31,CM,78,80
11,Carlos Cuéllar,28,CB,78,84
12,Soldado,24,ST,78,81
13,Leo Franco,32,GK,78,83
14,Lafita,25,RWM,78,81
15,İbrahim Toraman,27,CB,78,84
16,Gökhan Ünal,27,ST,78,83
17,Gökdeniz Karadeniz,29,RM,78,83
18,Andriy Pyatov,25,GK,78,83
19,Pablo Zabaleta,24,RB,78,83
20,Baraja,34,CM,78,83
21,Antonín Kinský,34,GK,78,82
22,Oleg Husyev,26,RM,78,87
23,Dimitar Ivankov,33,GK,78,80
24,Madjid Bougherra,26,CB,78,82
25,Paulo Assunção,29,CDM,78,80
26,Andrea Gasbarroni,28,RWM,78,80
27,Benjani Mwaruwari,31,ST,78,81
28,Toño,29,GK,78,80
29,Kléber,26,CF,78,84
0,Stefan Kießling,25,ST,78,84
1,Franco Brienza,30,CF,78,80
2,Fernando,28,CM,78,83
3,Deivid,29,RWM,78,85
4,Fábio,28,GK,78,81
5,Steve Sidwell,26,CM,78,81
6,Emmanuel Eboué,26,RM,78,84
7,Jimmy Briand,24,ST,78,86
8,Juanito,33,CB,78,83
9,Mario Alberto Santana,27,RWM,78,84
10,Paulo Ferreira,30,RB,78,80
11,Rod Fanni,27,RB,78,88
12,Iraizoz,28,GK,78,80
13,Colsa,30,CDM,78,80
14,Jérémy Mathieu,25,LB,78,85
15,Albelda,32,CDM,78,83
16,Moyá,25,GK,78,81
17,Moisés,28,CDM,78,79
18,Daniele Conti,30,CDM,78,83
19,Simone Pepe,26,RWM,78,80
20,Andrea Cossu,29,CAM,78,85
21,Nery Alberto Castillo,25,CF,78,87
22,Sotirios Kyrgiakos,30,CB,78,83
23,Stephen Warnock,27,LB,78,83
24,Afonso Alves,28,CF,78,83
25,Rüştü Reçber,36,GK,78,83
26,Sinama Pongolle,24,ST,78,85
27,Luke Young,30,RB,78,80
28,Francesco Tavano,30,CF,78,83
29,Damien Duff,30,LWM,78,81
0,Thomas Hitzlsperger,27,CDM,78,84
1,Ledley King,28,CB,78,82
2,Jermaine Jenas,26,CM,78,82
3,Allan McGregor,27,GK,78,80
4,Morten Gamst Pedersen,27,LM,78,82
5,Daniel Majstorovic,32,CB,78,82
6,Renato,30,CM,78,80
7,Martin Jiránek,30,CB,78,80
8,Gary Caldwell,27,CB,78,83
9,Barry Ferguson,31,CM,78,83
10,Sylvain Armand,29,LB,78,86
11,Zdeněk Grygera,29,RB,78,85
12,Tim Borowski,29,CM,78,82
13,Jan Vennegoor of Hesselink,30,ST,78,80
14,Sylvain Distin,31,CB,78,83
15,Fábio Aurélio,29,LWB,78,82
16,Dédé,31,LB,78,84
17,Belletti,33,RB,78,83
18,Quim,33,GK,78,82
19,Maniche,31,CM,78,83
20,Jimmy Bullard,30,CM,78,81
21,Artur Wichniarek,32,ST,78,79
22,Pedro Mendes,30,CM,78,81
23,Aaron Hughes,29,CB,78,81
24,Jan Koller,36,ST,78,80
25,Wes Brown,29,CB,78,80
26,John Arne Riise,28,LWB,78,83
27,Craig Bellamy,30,ST,78,81
28,Sérgio Conceição,34,RWM,78,83
29,Manuele Blasi,29,CDM,78,83
0,Luca Castellazzi,34,GK,78,79
1,Hans-Jörg Butt,35,GK,78,82
2,Antonios Nikopolidis,37,GK,78,83
3,Tomáš Řepka,35,CB,78,80
4,Morientes,33,ST,78,84
5,Mickaël Pagis,36,CF,78,82
6,Marco Marchionni,29,RM,78,82
7,Tiago,28,CM,78,84
8,Petit,32,CDM,78,82
9,Moreira,27,GK,78,82
10,Harry Kewell,30,LWM,78,83
11,Emile Heskey,31,ST,78,80
12,Grégory Coupet,36,GK,78,83
13,Martin Stranzl,29,CB,78,81
14,Matteo Ferrari,29,CB,78,82
15,Ryan Nelsen,31,CB,78,80
16,Filippo Inzaghi,36,ST,78,85
17,Christian Panucci,36,CB,78,83
18,Jérôme Rothen,31,LWM,78,84
19,Tony Mario Sylva,34,GK,78,80
20,Sol Campbell,34,CB,78,80
21,Emre,28,CM,78,84
22,Keisuke Honda,23,CAM,77,85
23,Aleksandar Kolarov,23,LB,77,85
24,Alexis Alejandro Sánchez,20,RF,77,85
25,Mario Ariel Bolatti,24,CDM,77,81
26,Eden Hazard,18,RWM,77,91
27,Teko Tsholofelo Modise,26,CM,77,83
28,Felipe,25,GK,77,79
29,Stevan Jovetić,19,CF,77,87
0,Mario Mandžukič,23,ST,77,83
1,Aly Cissokho,21,LB,77,84
2,Guilherme,20,ST,77,91
3,Pierre,27,CDM,77,83
4,Edinson Cavani,22,ST,77,79
5,Darío Leonardo Conca,26,CAM,77,81
6,Loïc Remy,22,RF,77,87
7,Boško Janković,25,CAM,77,83
8,Mats Hummels,20,CB,77,85
9,Nenê,26,ST,77,82
10,Granero,22,CM,77,83
11,Miguel Veloso,23,CDM,77,82
12,Rui Patrício,21,GK,77,83
13,Cristián Zapata,22,CB,77,84
14,Dieudonné Bezua Mbokani,23,ST,77,85
15,Christian Benítez,23,CF,77,88
16,Marcus Berg,23,ST,77,86
17,Andreas Beck,22,RB,77,84
18,Wilson Palacios,25,CM,77,84
19,Mariano Gonzalo Andújar,26,GK,77,85
20,Sergio Romero,22,GK,77,87
21,Sebastián Leto,23,LWM,77,80
22,Domenico Criscito,22,LWB,77,86
23,Luca Cigarini,23,CM,77,88
24,Varela,24,LWM,77,83
25,Diego Hernán Váleri,23,CAM,77,85
26,Blaise Matuidi,22,CDM,77,88
27,Nuri Sahin,20,CM,77,84
28,Gervinho,22,CF,77,84
29,Sebastián Eguren,28,CDM,77,79
0,Lee Cattermole,21,CM,77,84
1,Ryan Shawcross,21,CB,77,80
2,Ivan Rakitić,21,CAM,77,85
3,Zdravko Kuzmanović,21,CM,77,88
4,Mouhamadou Dabo,22,RB,77,88
5,Hedwiges Maduro,24,CB,77,84
6,Gianluca Curci,24,GK,77,84
7,Yohan Cabaye,23,CM,77,87
